InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount
573778,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,48,2011-11-01 10:56:00,3.75,18092,United Kingdom,180.0
573778,23171,REGENCY TEA PLATE GREEN ,48,2011-11-01 10:56:00,1.45,18092,United Kingdom,69.6
573780,23316,RED REFECTORY CLOCK ,2,2011-11-01 11:12:00,9.95,17503,United Kingdom,19.9
573808,23265,SET OF 3 WOODEN TREE DECORATIONS,2,2011-11-01 11:29:00,1.25,14419,United Kingdom,2.5
573808,22727,ALARM CLOCK BAKELIKE RED ,3,2011-11-01 11:29:00,3.75,14419,United Kingdom,11.25
573814,22983,CARD BILLBOARD FONT,12,2011-11-01 11:31:00,0.42,13268,United Kingdom,5.04
573863,22694,WICKER STAR ,12,2011-11-01 11:51:00,2.1,16825,United Kingdom,25.200000000000003
573863,22192,BLUE DINER WALL CLOCK,2,2011-11-01 11:51:00,8.5,16825,United Kingdom,17.0
573866,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2011-11-01 12:06:00,0.85,17495,United Kingdom,10.2
573867,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-11-01 12:12:00,3.75,12674,France,15.0
573868,21156,RETROSPOT CHILDRENS APRON,8,2011-11-01 12:18:00,1.95,12491,France,15.6
573870,22915,ASSORTED BOTTLE TOP  MAGNETS ,6,2011-11-01 12:25:00,0.42,14485,United Kingdom,2.52
573870,22207,FRYING PAN UNION FLAG,1,2011-11-01 12:25:00,4.25,14485,United Kingdom,4.25
573871,22599,CHRISTMAS MUSICAL ZINC STAR,72,2011-11-01 12:34:00,0.29,14426,United Kingdom,20.88
573871,22795,SWEETHEART RECIPE BOOK STAND,4,2011-11-01 12:34:00,6.75,14426,United Kingdom,27.0
573872,23096,PETIT TRAY CHIC,24,2011-11-01 12:35:00,1.65,17243,United Kingdom,39.6
573876,22076,6 RIBBONS EMPIRE  ,2,2011-11-01 12:48:00,1.65,16360,United Kingdom,3.3
573876,23293,SET OF 12 FAIRY CAKE BAKING CASES,1,2011-11-01 12:48:00,0.83,16360,United Kingdom,0.83
573876,23569,TRADTIONAL ALPHABET STAMP SET,3,2011-11-01 12:48:00,4.95,16360,United Kingdom,14.85
573879,22866,HAND WARMER SCOTTY DOG DESIGN,2,2011-11-01 13:21:00,2.1,15039,United Kingdom,4.2
573886,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,12,2011-11-01 13:37:00,0.85,14401,United Kingdom,10.2
573893,23041,PAPER LANTERN 9 POINT SNOW STAR,8,2011-11-01 13:57:00,4.15,18270,United Kingdom,33.2
573897,35967,FOLK ART METAL STAR T-LIGHT HOLDER,12,2011-11-01 14:29:00,0.38,16729,United Kingdom,4.5600000000000005
573897,23209,LUNCH BAG VINTAGE DOILY ,10,2011-11-01 14:29:00,1.65,16729,United Kingdom,16.5
573897,22616,PACK OF 12 LONDON TISSUES ,24,2011-11-01 14:29:00,0.39,16729,United Kingdom,9.36
573897,21136,PAINTED METAL PEARS ASSORTED,8,2011-11-01 14:29:00,1.69,16729,United Kingdom,13.52
573904,23366,SET 12 COLOURING PENCILS DOILY,4,2011-11-01 14:54:00,0.65,14505,United Kingdom,2.6
573909,23337,EGG FRYING PAN MINT ,3,2011-11-01 15:26:00,2.08,17813,United Kingdom,6.24
573909,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,1,2011-11-01 15:26:00,4.25,17813,United Kingdom,4.25
573909,22980,PANTRY SCRUBBING BRUSH,1,2011-11-01 15:26:00,1.65,17813,United Kingdom,1.65
573913,22842,BISCUIT TIN VINTAGE RED,2,2011-11-01 15:49:00,6.75,17653,United Kingdom,13.5
573915,22469,HEART OF WICKER SMALL,2,2011-11-01 15:55:00,1.65,15511,United Kingdom,3.3
573915,22188,BLACK HEART CARD HOLDER,1,2011-11-01 15:55:00,3.95,15511,United Kingdom,3.95
573924,22632,HAND WARMER RED RETROSPOT,12,2011-11-02 09:45:00,2.1,15065,United Kingdom,25.200000000000003
573927,23536,WALL ART VILLAGE SHOW ,4,2011-11-02 09:59:00,5.95,13890,United Kingdom,23.8
573937,22603,CHRISTMAS RETROSPOT TREE WOOD,12,2011-11-02 10:40:00,0.85,15830,United Kingdom,10.2
573992,23311,VINTAGE CHRISTMAS STOCKING ,6,2011-11-02 11:20:00,2.55,15275,United Kingdom,15.3
573992,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-11-02 11:20:00,4.95,15275,United Kingdom,14.85
573992,22083,PAPER CHAIN KIT RETROSPOT,6,2011-11-02 11:20:00,2.95,15275,United Kingdom,17.700000000000003
573993,21615,4 LAVENDER BOTANICAL DINNER CANDLES,12,2011-11-02 11:23:00,1.25,16790,United Kingdom,15.0
573993,23513,EMBROIDERED RIBBON REEL SUSIE ,6,2011-11-02 11:23:00,2.08,16790,United Kingdom,12.48
573993,23355,HOT WATER BOTTLE KEEP CALM,4,2011-11-02 11:23:00,4.95,16790,United Kingdom,19.8
573999,23198,PANTRY MAGNETIC  SHOPPING LIST,12,2011-11-02 11:43:00,1.45,12779,Poland,17.4
574009,20973,12 PENCIL SMALL TUBE WOODLAND,5,2011-11-02 11:49:00,0.65,15750,United Kingdom,3.25
574009,22633,HAND WARMER UNION JACK,4,2011-11-02 11:49:00,2.1,15750,United Kingdom,8.4
574009,23084,RABBIT NIGHT LIGHT,4,2011-11-02 11:49:00,2.08,15750,United Kingdom,8.32
574020,23355,HOT WATER BOTTLE KEEP CALM,4,2011-11-02 12:15:00,4.95,14673,United Kingdom,19.8
574024,22197,POPCORN HOLDER,36,2011-11-02 12:23:00,0.85,17410,United Kingdom,30.6
574025,84991,60 TEATIME FAIRY CAKE CASES,1,2011-11-02 12:26:00,0.55,12748,United Kingdom,0.55
574025,22608,PENS ASSORTED FUNKY JEWELED ,72,2011-11-02 12:26:00,0.19,12748,United Kingdom,13.68
574029,84949,SILVER HANGING T-LIGHT HOLDER,12,2011-11-02 12:34:00,1.65,12955,United Kingdom,19.8
574032,23355,HOT WATER BOTTLE KEEP CALM,24,2011-11-02 12:37:00,4.15,17754,United Kingdom,99.6
574033,22766,PHOTO FRAME CORNICE,8,2011-11-02 12:44:00,2.95,16558,United Kingdom,23.6
574033,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2011-11-02 12:44:00,0.85,16558,United Kingdom,8.5
574034,22449,SILK PURSE BABUSHKA PINK,1,2011-11-02 12:45:00,3.35,17841,United Kingdom,3.35
574034,85053,FRENCH ENAMEL CANDLEHOLDER,3,2011-11-02 12:45:00,2.1,17841,United Kingdom,6.300000000000001
574034,22982,PANTRY PASTRY BRUSH,1,2011-11-02 12:45:00,1.25,17841,United Kingdom,1.25
574034,84968E,SET OF 16 VINTAGE BLACK CUTLERY,3,2011-11-02 12:45:00,12.75,17841,United Kingdom,38.25
574036,21306,SET/4 DAISY MIRROR MAGNETS,24,2011-11-02 12:46:00,0.29,16607,United Kingdom,6.959999999999999
574038,23231,WRAP  VINTAGE DOILY ,25,2011-11-02 12:56:00,0.42,18164,United Kingdom,10.5
574038,23035,DRAWER KNOB CERAMIC IVORY,6,2011-11-02 12:56:00,1.45,18164,United Kingdom,8.7
574043,22096,PINK PAISLEY SQUARE TISSUE BOX ,4,2011-11-02 13:13:00,0.39,16367,United Kingdom,1.56
574044,84946,ANTIQUE SILVER T-LIGHT GLASS,24,2011-11-02 13:14:00,1.25,16210,United Kingdom,30.0
574047,22941,CHRISTMAS LIGHTS 10 REINDEER,4,2011-11-02 13:26:00,8.5,13318,United Kingdom,34.0
574048,22112,CHOCOLATE HOT WATER BOTTLE,3,2011-11-02 13:37:00,4.95,13769,United Kingdom,14.85
574056,22382,LUNCH BAG SPACEBOY DESIGN ,100,2011-11-02 14:09:00,1.45,14646,Netherlands,145.0
574056,21670,BLUE SPOT CERAMIC DRAWER KNOB,192,2011-11-02 14:09:00,1.25,14646,Netherlands,240.0
574056,20726,LUNCH BAG WOODLAND,100,2011-11-02 14:09:00,1.45,14646,Netherlands,145.0
574059,23478,WOODLAND LARGE PINK FELT HEART,1,2011-11-02 14:13:00,1.25,14646,Netherlands,1.25
574062,22676,FRENCH BLUE METAL DOOR SIGN 1,10,2011-11-02 14:30:00,1.25,17675,United Kingdom,12.5
574063,23526,WALL ART DOG LICENCE ,1,2011-11-02 14:31:00,5.95,13271,United Kingdom,5.95
574063,21147,JINGLE BELLS TREE DECORATION,1,2011-11-02 14:31:00,2.1,13271,United Kingdom,2.1
574063,47563A,RETRO LONGBOARD IRONING BOARD COVER,1,2011-11-02 14:31:00,1.25,13271,United Kingdom,1.25
574063,71496B,A4 WALL TIDY RED FLOWERS,1,2011-11-02 14:31:00,0.53,13271,United Kingdom,0.53
574068,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2011-11-02 14:51:00,2.95,12490,France,17.700000000000003
574075,23169,CLASSIC GLASS COOKIE JAR,18,2011-11-02 15:33:00,3.75,16365,United Kingdom,67.5
574077,22996,TRAVEL CARD WALLET VINTAGE TICKET,1,2011-11-02 15:56:00,0.42,17999,United Kingdom,0.42
574079,23211,RED ROCKING HORSE HAND PAINTED,2,2011-11-02 16:19:00,1.25,17595,United Kingdom,2.5
574079,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,2,2011-11-02 16:19:00,2.1,17595,United Kingdom,4.2
574080,23008,DOLLY GIRL BABY GIFT SET,1,2011-11-02 16:29:00,16.95,16348,United Kingdom,16.95
574084,23090,VINTAGE GLASS T-LIGHT HOLDER,36,2011-11-02 17:09:00,0.83,14528,United Kingdom,29.88
574084,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,15,2011-11-02 17:09:00,0.29,14528,United Kingdom,4.35
574091,20992,JAZZ HEARTS PURSE NOTEBOOK,24,2011-11-03 09:20:00,0.39,17086,United Kingdom,9.36
574092,23356,LOVE HOT WATER BOTTLE,264,2011-11-03 09:28:00,4.95,16684,United Kingdom,1306.8
574096,22132,RED LOVE HEART SHAPE CUP,12,2011-11-03 09:55:00,0.85,13599,United Kingdom,10.2
574097,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,16,2011-11-03 09:56:00,0.65,12471,Germany,10.4
574104,22637,PIGGY BANK RETROSPOT ,4,2011-11-03 10:45:00,2.55,12615,France,10.2
574149,90199C,5 STRAND GLASS NECKLACE CRYSTAL,2,2011-11-03 11:29:00,6.35,13709,United Kingdom,12.7
574182,23321,SMALL WHITE HEART OF WICKER,12,2011-11-03 11:51:00,1.65,16841,United Kingdom,19.8
574227,22846,BREAD BIN DINER STYLE RED ,1,2011-11-03 12:18:00,16.95,16992,United Kingdom,16.95
574237,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",7,2011-11-03 12:37:00,0.39,15551,United Kingdom,2.73
574239,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2011-11-03 12:43:00,0.55,14849,United Kingdom,13.2
574240,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,6,2011-11-03 12:45:00,1.25,15998,United Kingdom,7.5
574247,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-11-03 12:56:00,2.95,13168,United Kingdom,17.700000000000003
574249,23103,JINGLE BELL HEART DECORATION,1,2011-11-03 13:01:00,1.65,16347,United Kingdom,1.65
574258,79191C,RETRO PLASTIC ELEPHANT TRAY,2,2011-11-03 13:50:00,0.85,16891,United Kingdom,1.7
574262,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,2011-11-03 14:05:00,4.15,13721,United Kingdom,24.9
574276,23177,TREASURE ISLAND BOOK BOX,150,2011-11-03 14:39:00,1.95,17857,United Kingdom,292.5
574278,22487,WHITE WOOD GARDEN PLANT LADDER,4,2011-11-03 14:42:00,8.5,15814,United Kingdom,34.0
574279,23350,ROLL WRAP VINTAGE SPOT ,1,2011-11-03 14:47:00,1.25,14878,United Kingdom,1.25
574287,23045,PAPER LANTERN 5 POINT STAR MOON ,1,2011-11-03 15:09:00,4.15,14723,United Kingdom,4.15
574287,21121,SET/10 RED POLKADOT PARTY CANDLES,1,2011-11-03 15:09:00,1.25,14723,United Kingdom,1.25
574287,22597,MUSICAL ZINC HEART DECORATION ,6,2011-11-03 15:09:00,0.29,14723,United Kingdom,1.7399999999999998
574287,23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,1,2011-11-03 15:09:00,8.25,14723,United Kingdom,8.25
574287,22155,STAR DECORATION RUSTIC,1,2011-11-03 15:09:00,0.42,14723,United Kingdom,0.42
574290,22553,PLASTERS IN TIN SKULLS,1,2011-11-03 15:18:00,1.65,17403,United Kingdom,1.65
574290,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,2011-11-03 15:18:00,1.65,17403,United Kingdom,1.65
574297,71459,HANGING JAM JAR T-LIGHT HOLDERS,12,2011-11-03 15:54:00,0.85,16602,United Kingdom,10.2
574297,22621,TRADITIONAL KNITTING NANCY,12,2011-11-03 15:54:00,1.65,16602,United Kingdom,19.8
574301,22621,TRADITIONAL KNITTING NANCY,12,2011-11-03 16:15:00,1.65,12544,Spain,19.8
574304,23290,SPACEBOY CHILDRENS BOWL,1,2011-11-03 16:30:00,1.25,14428,United Kingdom,1.25
574304,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-11-03 16:30:00,2.95,14428,United Kingdom,8.850000000000001
574308,21755,LOVE BUILDING BLOCK WORD,1,2011-11-03 16:45:00,6.25,16409,United Kingdom,6.25
574310,22979,PANTRY WASHING UP BRUSH,1,2011-11-03 16:56:00,1.45,13467,United Kingdom,1.45
574310,23453,OVAL  MINI PORTRAIT FRAME,4,2011-11-03 16:56:00,1.95,13467,United Kingdom,7.8
574311,21591,COSY HOUR CIGAR BOX MATCHES ,8,2011-11-03 16:56:00,1.25,15640,United Kingdom,10.0
574316,23284,DOORMAT KEEP CALM AND COME IN,3,2011-11-03 18:45:00,8.25,17351,United Kingdom,24.75
574321,23355,HOT WATER BOTTLE KEEP CALM,1,2011-11-03 19:28:00,4.95,16016,United Kingdom,4.95
574321,23101,SILVER STARS TABLE DECORATION,3,2011-11-03 19:28:00,0.83,16016,United Kingdom,2.49
574323,22807,SET OF 6 T-LIGHTS TOADSTOOLS,2,2011-11-03 19:50:00,2.95,16438,United Kingdom,5.9
574328,21481,FAWN BLUE HOT WATER BOTTLE,12,2011-11-04 09:05:00,3.75,13081,United Kingdom,45.0
574328,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,36,2011-11-04 09:05:00,0.85,13081,United Kingdom,30.6
574328,22966,GINGERBREAD MAN COOKIE CUTTER,12,2011-11-04 09:05:00,1.25,13081,United Kingdom,15.0
574328,15056N,EDWARDIAN PARASOL NATURAL,3,2011-11-04 09:05:00,5.95,13081,United Kingdom,17.85
574328,21698,MOCK LOBSTER FRIDGE MAGNET,24,2011-11-04 09:05:00,0.39,13081,United Kingdom,9.36
574328,21479,WHITE SKULL HOT WATER BOTTLE ,12,2011-11-04 09:05:00,4.25,13081,United Kingdom,51.0
574329,22900,SET 2 TEA TOWELS I LOVE LONDON ,6,2011-11-04 09:07:00,3.25,12362,Belgium,19.5
574333,85049A,TRADITIONAL CHRISTMAS RIBBONS,60,2011-11-04 09:32:00,1.25,16671,United Kingdom,75.0
574336,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2011-11-04 09:52:00,1.65,12397,Belgium,19.8
574336,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,2011-11-04 09:52:00,4.95,12397,Belgium,19.8
574336,23519,EMBROIDERED RIBBON REEL CLAIRE,6,2011-11-04 09:52:00,3.75,12397,Belgium,22.5
574338,22585,PACK OF 6 BIRDY GIFT TAGS,12,2011-11-04 10:05:00,1.25,14150,United Kingdom,15.0
574340,22866,HAND WARMER SCOTTY DOG DESIGN,5,2011-11-04 10:08:00,2.1,17377,United Kingdom,10.5
574340,20961,STRAWBERRY BATH SPONGE ,3,2011-11-04 10:08:00,1.25,17377,United Kingdom,3.75
574340,51014A,"FEATHER PEN,HOT PINK",12,2011-11-04 10:08:00,0.39,17377,United Kingdom,4.68
574342,22763,KEY CABINET MA CAMPAGNE,2,2011-11-04 10:10:00,9.95,13447,United Kingdom,19.9
574342,23110,PARISIENNE KEY CABINET ,2,2011-11-04 10:10:00,5.75,13447,United Kingdom,11.5
574346,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,12,2011-11-04 10:23:00,1.25,17930,United Kingdom,15.0
574351,22985,WRAP BILLBOARD FONTS DESIGN,25,2011-11-04 10:37:00,0.42,17348,United Kingdom,10.5
574354,23352,ROLL WRAP 50'S RED CHRISTMAS ,2,2011-11-04 10:47:00,1.25,17203,United Kingdom,2.5
574368,23571,TRADITIONAL NAUGHTS & CROSSES,12,2011-11-04 10:59:00,1.65,13004,United Kingdom,19.8
574444,22553,PLASTERS IN TIN SKULLS,3,2011-11-04 11:41:00,1.65,18122,United Kingdom,4.949999999999999
574445,21621,VINTAGE UNION JACK BUNTING,3,2011-11-04 11:41:00,8.5,15722,United Kingdom,25.5
574470,23510,MINI PLAYING CARDS GYMKHANA,6,2011-11-04 11:56:00,0.42,12748,United Kingdom,2.52
574471,22733,3D TRADITIONAL CHRISTMAS STICKERS,18,2011-11-04 11:59:00,1.25,17677,United Kingdom,22.5
574471,23247,BISCUIT TIN 50'S CHRISTMAS,6,2011-11-04 11:59:00,2.89,17677,United Kingdom,17.34
574474,20765,CHRYSANTHEMUM SKETCHBOOK ,1,2011-11-04 12:05:00,3.75,17979,United Kingdom,3.75
574476,23352,ROLL WRAP 50'S RED CHRISTMAS ,2,2011-11-04 12:20:00,1.25,17203,United Kingdom,2.5
574476,22092,BLUE PAISLEY TISSUE BOX,2,2011-11-04 12:20:00,0.39,17203,United Kingdom,0.78
574477,22151,PLACE SETTING WHITE HEART,5,2011-11-04 12:21:00,0.42,15453,United Kingdom,2.1
574477,23324,RUSTIC STRAWBERRY JAM POT LARGE ,1,2011-11-04 12:21:00,2.08,15453,United Kingdom,2.08
574477,21382,SET/4 SPRING FLOWER DECORATION,2,2011-11-04 12:21:00,0.75,15453,United Kingdom,1.5
574479,22186,RED STAR CARD HOLDER,4,2011-11-04 12:39:00,1.95,18035,United Kingdom,7.8
574480,22574,HEART WOODEN CHRISTMAS DECORATION,12,2011-11-04 12:42:00,0.85,15010,United Kingdom,10.2
574481,21915,RED  HARMONICA IN BOX ,3,2011-11-04 12:45:00,1.25,18022,United Kingdom,3.75
574481,23505,PLAYING CARDS I LOVE LONDON ,2,2011-11-04 12:45:00,1.25,18022,United Kingdom,2.5
574490,23219,LAUREL STAR ANTIQUE SILVER ,1,2011-11-04 13:04:00,1.25,17690,United Kingdom,1.25
574501,16225,RATTLE SNAKE EGGS,4,2011-11-04 13:15:00,1.25,12577,France,5.0
574501,22211,WOOD STAMP SET FLOWERS,2,2011-11-04 13:15:00,0.83,12577,France,1.66
574506,23085,ANTIQUE SILVER BAUBLE LAMP  ,3,2011-11-04 13:24:00,10.4,12577,France,31.200000000000003
574506,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,1,2011-11-04 13:24:00,1.65,12577,France,1.65
574511,23330,DECORATIVE WICKER HEART MEDIUM,12,2011-11-04 13:26:00,1.25,15597,United Kingdom,15.0
574514,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,72,2011-11-04 13:34:00,0.72,15311,United Kingdom,51.84
574521,23295,SET OF 12 MINI LOAF BAKING CASES,8,2011-11-04 13:44:00,0.83,15358,United Kingdom,6.64
574523,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-11-04 13:51:00,1.25,18167,United Kingdom,15.0
574528,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-11-04 14:03:00,2.95,16782,United Kingdom,17.700000000000003
574530,72802C,VANILLA SCENT CANDLE JEWELLED BOX,6,2011-11-04 14:07:00,4.25,16887,United Kingdom,25.5
574530,21901,"KEY FOB , BACK DOOR ",1,2011-11-04 14:07:00,0.65,16887,United Kingdom,0.65
574530,22154,ANGEL DECORATION 3 BUTTONS ,10,2011-11-04 14:07:00,0.42,16887,United Kingdom,4.2
574532,84078A,SET/4 WHITE RETRO STORAGE CUBES ,1,2011-11-04 14:19:00,39.95,15676,United Kingdom,39.95
574532,23344,JUMBO BAG 50'S CHRISTMAS ,10,2011-11-04 14:19:00,2.08,15676,United Kingdom,20.8
574532,22594,CHRISTMAS GINGHAM TREE,12,2011-11-04 14:19:00,0.85,15676,United Kingdom,10.2
574536,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,5,2011-11-04 14:35:00,0.83,15707,United Kingdom,4.15
574536,22555,PLASTERS IN TIN STRONGMAN,3,2011-11-04 14:35:00,1.65,15707,United Kingdom,4.949999999999999
574544,23360,SET 8 CANDLES VINTAGE DOILY,12,2011-11-04 14:49:00,1.95,17084,United Kingdom,23.4
574544,21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,4,2011-11-04 14:49:00,4.95,17084,United Kingdom,19.8
574544,23101,SILVER STARS TABLE DECORATION,12,2011-11-04 14:49:00,0.83,17084,United Kingdom,9.96
574544,22704,WRAP RED APPLES ,25,2011-11-04 14:49:00,0.42,17084,United Kingdom,10.5
574544,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,10,2011-11-04 14:49:00,3.25,17084,United Kingdom,32.5
574544,22711,WRAP CIRCUS PARADE,25,2011-11-04 14:49:00,0.42,17084,United Kingdom,10.5
574550,47590B,PINK HAPPY BIRTHDAY BUNTING,2,2011-11-04 15:18:00,5.45,12484,Spain,10.9
574555,22475,SKULL DESIGN TV DINNER TRAY,2,2011-11-04 15:29:00,4.95,16426,United Kingdom,9.9
574559,21891,TRADITIONAL WOODEN SKIPPING ROPE,3,2011-11-04 15:50:00,1.45,14056,United Kingdom,4.35
574560,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2011-11-04 15:51:00,2.95,17703,United Kingdom,17.700000000000003
574573,22114,HOT WATER BOTTLE TEA AND SYMPATHY,3,2011-11-04 16:35:00,4.25,14592,United Kingdom,12.75
574573,22209,WOOD STAMP SET HAPPY BIRTHDAY,1,2011-11-04 16:35:00,0.83,14592,United Kingdom,0.83
574575,23332,IVORY WICKER HEART LARGE,4,2011-11-04 17:03:00,1.65,14971,United Kingdom,6.6
574591,23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,12,2011-11-06 10:47:00,1.25,15745,United Kingdom,15.0
574619,22309,TEA COSY RED  STRIPE,3,2011-11-06 11:18:00,2.55,15952,United Kingdom,7.649999999999999
574643,23209,LUNCH BAG VINTAGE DOILY ,10,2011-11-06 11:25:00,1.65,17387,United Kingdom,16.5
574655,22384,LUNCH BAG PINK POLKADOT,1,2011-11-06 11:35:00,1.65,16466,United Kingdom,1.65
574655,22602,RETROSPOT WOODEN HEART DECORATION,12,2011-11-06 11:35:00,0.85,16466,United Kingdom,10.2
574660,23367,SET 12 COLOUR PENCILS SPACEBOY ,4,2011-11-06 11:55:00,0.65,15407,United Kingdom,2.6
574663,23263,SET OF 3 WOODEN HEART DECORATIONS,6,2011-11-06 12:04:00,1.25,13527,United Kingdom,7.5
574663,23395,BELLE JARDINIERE CUSHION COVER,1,2011-11-06 12:04:00,3.75,13527,United Kingdom,3.75
574663,46000S,POLYESTER FILLER PAD 40x40cm,4,2011-11-06 12:04:00,1.45,13527,United Kingdom,5.8
574667,21034,REX CASH+CARRY JUMBO SHOPPER,5,2011-11-06 12:12:00,0.95,15514,United Kingdom,4.75
574669,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-11-06 12:16:00,4.95,13727,United Kingdom,14.85
574670,22219,LOVEBIRD HANGING DECORATION WHITE ,4,2011-11-06 12:20:00,0.85,12838,United Kingdom,3.4
574671,22938,CUPCAKE LACE PAPER SET 6,2,2011-11-06 12:23:00,1.95,16744,United Kingdom,3.9
574672,21992,VINTAGE PAISLEY STATIONERY SET,2,2011-11-06 12:25:00,1.25,13532,United Kingdom,2.5
574672,22089,PAPER BUNTING VINTAGE PAISLEY,1,2011-11-06 12:25:00,2.95,13532,United Kingdom,2.95
574673,23265,SET OF 3 WOODEN TREE DECORATIONS,2,2011-11-06 12:26:00,1.25,15555,United Kingdom,2.5
574673,22558,CLOTHES PEGS RETROSPOT PACK 24 ,2,2011-11-06 12:26:00,1.65,15555,United Kingdom,3.3
574673,23000,TRAVEL CARD WALLET TRANSPORT,10,2011-11-06 12:26:00,0.42,15555,United Kingdom,4.2
574675,22971,QUEENS GUARD COFFEE MUG,1,2011-11-06 12:31:00,2.55,17289,United Kingdom,2.55
574675,21591,COSY HOUR CIGAR BOX MATCHES ,1,2011-11-06 12:31:00,1.25,17289,United Kingdom,1.25
574675,22970,LONDON BUS COFFEE MUG,1,2011-11-06 12:31:00,2.55,17289,United Kingdom,2.55
574676,21903,MAN FLU METAL SIGN,3,2011-11-06 12:32:00,2.1,16243,United Kingdom,6.300000000000001
574677,23355,HOT WATER BOTTLE KEEP CALM,1,2011-11-06 12:32:00,4.95,16445,United Kingdom,4.95
574677,84992,72 SWEETHEART FAIRY CAKE CASES,1,2011-11-06 12:32:00,0.55,16445,United Kingdom,0.55
574677,21479,WHITE SKULL HOT WATER BOTTLE ,1,2011-11-06 12:32:00,4.25,16445,United Kingdom,4.25
574678,23230,WRAP ALPHABET DESIGN,25,2011-11-06 12:36:00,0.42,13365,United Kingdom,10.5
574678,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,2011-11-06 12:36:00,1.45,13365,United Kingdom,17.4
574682,22694,WICKER STAR ,1,2011-11-06 12:44:00,2.1,14963,United Kingdom,2.1
574683,22530,MAGIC DRAWING SLATE DOLLY GIRL ,2,2011-11-06 12:50:00,0.42,16372,United Kingdom,0.84
574683,20749,ASSORTED COLOUR MINI CASES,1,2011-11-06 12:50:00,7.95,16372,United Kingdom,7.95
574683,22604,SET OF 4 NAPKIN CHARMS CUTLERY,1,2011-11-06 12:50:00,2.55,16372,United Kingdom,2.55
574686,23396,LE JARDIN BOTANIQUE CUSHION COVER,2,2011-11-06 13:00:00,3.75,17608,United Kingdom,7.5
574690,85230B,CINNAMON SCENTED VOTIVE CANDLE,24,2011-11-06 13:11:00,0.29,12638,Sweden,6.959999999999999
574691,85049E,SCANDINAVIAN REDS RIBBONS,2,2011-11-06 13:17:00,1.25,14174,United Kingdom,2.5
574691,22639,SET OF 4 NAPKIN CHARMS HEARTS,3,2011-11-06 13:17:00,2.55,14174,United Kingdom,7.649999999999999
574691,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,2,2011-11-06 13:17:00,1.25,14174,United Kingdom,2.5
574695,22795,SWEETHEART RECIPE BOOK STAND,1,2011-11-06 13:37:00,6.75,17114,United Kingdom,6.75
574695,23558,LANDMARK FRAME LONDON BRIDGE ,1,2011-11-06 13:37:00,12.5,17114,United Kingdom,12.5
574700,22417,PACK OF 60 SPACEBOY CAKE CASES,2,2011-11-06 13:53:00,0.55,16033,United Kingdom,1.1
574700,22567,20 DOLLY PEGS RETROSPOT,2,2011-11-06 13:53:00,1.45,16033,United Kingdom,2.9
574700,23143,ZINC WIRE KITCHEN ORGANISER,1,2011-11-06 13:53:00,10.4,16033,United Kingdom,10.4
574700,20758,ABSTRACT CIRCLES POCKET BOOK,2,2011-11-06 13:53:00,0.85,16033,United Kingdom,1.7
574699,22144,CHRISTMAS CRAFT LITTLE FRIENDS,6,2011-11-06 13:53:00,2.1,13040,United Kingdom,12.6
574700,21974,SET OF 36 PAISLEY FLOWER DOILIES,4,2011-11-06 13:53:00,1.45,16033,United Kingdom,5.8
574701,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-11-06 13:54:00,2.95,15426,United Kingdom,17.700000000000003
